date,channel,sale_amt_forecast
2025-08-19,SMS,62178.45
2025-08-19,Push,36496.88
2025-08-19,Paid Search,153761.44
2025-08-19,Affiliates,59003.29
2025-08-19,Display,18.25
2025-08-19,Paid Social,49077.39
2025-08-19,Direct,134471.59
2025-08-19,Organic Search,39538.29
2025-08-19,Referral,1216.56
2025-08-19,Social,4866.25
2025-08-19,Payment Redirects,0
2025-08-19,Unassigned,0
2025-08-20,Email,67618.39
2025-08-20,SMS,61709.99
2025-08-20,Push,39389.35
2025-08-20,Paid Search,171343.69
2025-08-20,Affiliates,63679.46
2025-08-20,Display,19.69
2025-08-20,Paid Social,55125.4
2025-08-20,Direct,148366.57
2025-08-20,Organic Search,42671.8
2025-08-20,Referral,1312.98
2025-08-20,Social,5251.91
2025-08-20,Payment Redirects,0
2025-08-20,Unassigned,0
2025-08-21,Email,39127.7
2025-08-21,SMS,35708.77
2025-08-21,Push,22792.83
2025-08-21,Paid Search,99148.82
2025-08-21,Affiliates,36848.41
2025-08-21,Display,11.4
2025-08-21,Paid Social,31898.57
2025-08-21,Direct,85853
2025-08-21,Organic Search,24692.24
2025-08-21,Referral,759.76
2025-08-21,Social,3039.04
2025-08-21,Payment Redirects,0
2025-08-21,Unassigned,0
2025-08-22,Email,35613.99
2025-08-22,SMS,32502.09
2025-08-22,Push,20746.01
2025-08-22,Paid Search,90245.16
2025-08-22,Affiliates,33539.39
2025-08-22,Display,10.37
2025-08-22,Paid Social,29034.05
2025-08-22,Direct,78143.32
2025-08-22,Organic Search,22474.85
2025-08-22,Referral,691.53
2025-08-22,Social,2766.14
2025-08-22,Payment Redirects,0
2025-08-22,Unassigned,0
2025-08-23,Email,32189.57
2025-08-23,SMS,29376.89
2025-08-23,Push,18751.21
2025-08-23,Paid Search,81567.74
2025-08-23,Affiliates,30314.45
2025-08-23,Display,9.38
2025-08-23,Paid Social,26242.31
2025-08-23,Direct,70629.54
2025-08-23,Organic Search,20313.81
2025-08-23,Referral,625.04
2025-08-23,Social,2500.16
2025-08-23,Payment Redirects,0
2025-08-23,Unassigned,0
2025-08-24,Email,34444.68
2025-08-24,SMS,31434.95
2025-08-24,Push,20064.86
2025-08-24,Paid Search,87282.14
2025-08-24,Affiliates,32438.19
2025-08-24,Display,10.03
2025-08-24,Paid Social,28080.77
2025-08-24,Direct,75577.64
2025-08-24,Organic Search,21736.93
2025-08-24,Referral,668.83
2025-08-24,Social,2675.31
2025-08-24,Payment Redirects,0
2025-08-24,Unassigned,0
2025-08-25,Email,35293.35
2025-08-25,SMS,32209.46
2025-08-25,Push,20559.23
2025-08-25,Paid Search,89432.65
2025-08-25,Affiliates,33237.42
2025-08-25,Display,10.28
2025-08-25,Paid Social,28772.64
2025-08-25,Direct,77439.77
2025-08-25,Organic Search,22272.5
2025-08-25,Referral,685.31
2025-08-25,Social,2741.23
2025-08-25,Payment Redirects,0
2025-08-25,Unassigned,0
2025-08-26,Email,43158.94
2025-08-26,SMS,39387.77
2025-08-26,Push,25141.13
2025-08-26,Paid Search,109363.92
2025-08-26,Affiliates,40644.83
2025-08-26,Display,12.57
2025-08-26,Paid Social,35185.01
2025-08-26,Direct,94698.26
2025-08-26,Organic Search,27236.23
2025-08-26,Referral,838.04
2025-08-26,Social,3352.15
2025-08-26,Payment Redirects,0
2025-08-26,Unassigned,0
2025-08-27,Email,47802.41
2025-08-27,SMS,38887.64
2025-08-27,Push,25098.49
2025-08-27,Paid Search,113528.43
2025-08-27,Affiliates,42192.56
2025-08-27,Display,13.05
2025-08-27,Paid Social,36524.84
2025-08-27,Direct,98304.31
2025-08-27,Organic Search,28273.36
2025-08-27,Referral,869.95
2025-08-27,Social,3479.8
2025-08-27,Payment Redirects,0
2025-08-27,Unassigned,0
2025-08-28,Email,48657.91
2025-08-28,SMS,44406.25
2025-08-28,Push,28344.42
2025-08-28,Paid Search,123298.21
2025-08-28,Affiliates,45823.47
2025-08-28,Display,14.17
2025-08-28,Paid Social,39668.01
2025-08-28,Direct,106763.97
2025-08-28,Organic Search,30706.45
2025-08-28,Referral,944.81
2025-08-28,Social,3779.26
2025-08-28,Payment Redirects,0
2025-08-28,Unassigned,0
2025-08-29,Email,54619.67
2025-08-29,SMS,49847.08
2025-08-29,Push,31817.28
2025-08-29,Paid Search,138405.18
2025-08-29,Affiliates,51437.94
2025-08-29,Display,15.91
2025-08-29,Paid Social,44528.29
2025-08-29,Direct,119845.1
2025-08-29,Organic Search,34468.72
2025-08-29,Referral,1060.58
2025-08-29,Social,4242.3
2025-08-29,Payment Redirects,0
2025-08-29,Unassigned,0
2025-08-30,Email,53084.61
2025-08-30,SMS,48446.15
2025-08-30,Push,30423.07
2025-08-30,Paid Search,134515.36
2025-08-30,Affiliates,49992.3
2025-08-30,Display,15.46
2025-08-30,Paid Social,43276.84
2025-08-30,Direct,116976.9
2025-08-30,Organic Search,33499.99
2025-08-30,Referral,1030.77
2025-08-30,Social,4123.08
2025-08-30,Payment Redirects,0
2025-08-30,Unassigned,0
