date,channel,sessions,revenue,purchases,engaged_sessions,shipping,tax
2023-02-28,Paid Search,23010,48165.76,364,20006,3941,2577.91
2023-02-28,Paid Social,10113,17246.33,127,9160,1119,830.21
2023-02-28,Payment Redirects,395,5180.59,37,307,347.5,258.65
2023-02-28,Referral,190,1155.1,4,129,105.05,201.06
2023-02-28,SMS,13805,33501.71,226,7570,1857,1946.95
2023-02-28,Unassigned,1479,6133.57,45,2,447,339.95
2023-03-01,Affiliates,2660,22364.44,134,1920,1116.31,1337.67
2023-03-01,Direct,29500,55473.38,395,21787,4205.59,2544.67
2023-03-01,Display,1587,0,0,242,0,0
2023-03-01,Email,19898,43184.87,286,13612,2595.46,2538.87
2023-03-01,Organic Search,9905,20371.72,117,7408,1221.16,1347.1
2023-03-01,Organic Shopping,76,434.2,5,69,55.31,18.21
2023-03-01,Organic Social,763,2840.3,17,675,105.5,155.8
2023-03-01,Organic Video,2,0,0,2,0,0
2023-03-01,Paid Search,23001,54888.3,415,20110,4248.5,3146.07
2023-03-01,Paid Social,10120,15454.09,117,9142,951,929.06
2023-03-01,Paid Video,1,0,0,0,0,0
2023-03-01,Payment Redirects,409,6905.91,41,317,490.5,387.97
2023-03-01,Referral,188,494.86,3,131,32.38,0
2023-03-01,SMS,15272,35294.91,240,7879,1999.5,2010.24
2023-03-01,Unassigned,1812,6719.57,50,0,456,342.52
2023-03-02,Affiliates,2429,14961.19,102,1799,784.91,838.17
2023-03-02,Direct,27583,59047.3,415,20548,4121,2600.57
2023-03-02,Display,1490,0,0,227,0,0
2023-03-02,Email,16489,36112.37,219,10924,1639.5,2204.45
2023-03-02,Organic Search,9916,14420.02,86,7560,831.35,797.41
2023-03-02,Organic Shopping,75,0,0,70,0,0
2023-03-02,Organic Social,917,2038.2,16,783,166.01,169.03
2023-03-02,Organic Video,4,0,0,3,0,0
2023-03-02,Paid Search,22276,56978.69,410,19163,4348.5,3266.55
2023-03-02,Paid Social,9580,18480.65,135,8734,1120,907.85
2023-03-02,Paid Video,1,0,0,0,0,0
2023-03-02,Payment Redirects,410,6194.17,37,318,481.5,314.25
2023-03-02,Referral,151,600.55,1,116,70.36,124.44
2023-03-02,SMS,14946,31963.98,190,7711,1657,1883.96
2023-03-02,Unassigned,1489,5605.34,32,6,277.5,368.6
2023-03-03,Affiliates,2386,26874.2,162,1776,1230.5,1446.56
2023-03-03,Direct,28315,69996.45,485,21036,4325.43,3247.42
2023-03-03,Display,1206,246.03,2,212,10,16.85
2023-03-03,Email,22112,79086.59,523,15999,3656.73,4898.33
2023-03-03,Organic Search,9828,17793.02,114,7504,1103.59,1319.77
2023-03-03,Organic Shopping,53,96.29,1,51,10,6.3
2023-03-03,Organic Social,746,1453.8,11,630,93,46.1
2023-03-03,Paid Search,22045,63828.77,481,19110,4945.5,3654.22
2023-03-03,Paid Social,9829,20387.78,163,8913,1321,1103.62
2023-03-03,Payment Redirects,433,6210.86,40,321,381,404.68
2023-03-03,Referral,151,115.83,1,100,13,6.06
2023-03-03,SMS,20544,73333.88,486,11200,3671.5,4224.91
2023-03-03,Unassigned,1994,9259.3,61,4,384.5,608.9
2023-03-04,Affiliates,2338,28548.76,160,1765,1177,1526.42
2023-03-04,Direct,29618,83323.98,574,22255,4927.74,3686.27
2023-03-04,Display,777,0,0,180,0,0
2023-03-04,Email,20799,84509.6,547,14398,4167.5,4827.65
2023-03-04,Organic Search,10194,17151.41,110,7656,945.43,1087.2
2023-03-04,Organic Shopping,63,64.86,1,58,10,4.87
2023-03-04,Organic Social,693,926.82,7,571,78,39.34
2023-03-04,Organic Video,1,0,0,0,0,0
2023-03-04,Paid Search,27082,69373.3,498,23252,4665.5,3700.09
2023-03-04,Paid Social,10004,17018.38,139,8893,1166.5,897.61
2023-03-04,Paid Video,2,0,0,0,0,0
2023-03-04,Payment Redirects,467,7424.68,43,328,273,442.16
2023-03-04,Referral,126,1720.5,5,79,64.63,381.34
2023-03-04,SMS,17050,78045.35,483,9888,3499,4239.41
2023-03-04,Unassigned,1864,10905.86,68,8,449.5,595.28
2023-03-05,Affiliates,2498,15618.79,94,1810,812,899.39
2023-03-05,Direct,30132,66530.91,444,22460,4316.82,3159.53
2023-03-05,Display,762,0,0,210,0,0
2023-03-05,Email,18565,39526.33,240,12545,1759.37,2184.16
2023-03-05,Organic Search,10749,15418.51,101,8089,1104.4,1055.1
2023-03-05,Organic Shopping,190,476.35,2,178,0,35.58
2023-03-05,Organic Social,838,1563.8,10,703,101,56.66
2023-03-05,Organic Video,1,0,0,1,0,0
2023-03-05,Paid Search,27268,61559.59,473,23461,4713.5,3532.73
2023-03-05,Paid Social,11982,15945.54,117,10542,987.5,836.84
2023-03-05,Paid Video,1,0,0,1,0,0
2023-03-05,Payment Redirects,438,5453.72,30,335,241.5,331.68
2023-03-05,Referral,151,318.67,3,93,41.88,0
2023-03-05,SMS,16038,39775.65,223,9315,1591.5,2430.99
2023-03-05,Unassigned,1707,6863,44,15,326.5,388.17
2023-03-06,Affiliates,2569,15429.93,88,1770,684.5,821.38
2023-03-06,Direct,28770,49918.21,352,21361,3646.28,2308.92
2023-03-06,Display,1075,258.54,2,268,10,2.55
2023-03-06,Email,16795,30085.55,190,11456,1572.08,1866.49
2023-03-06,Organic Search,10080,12234.92,75,7573,835.94,1008.14
2023-03-06,Organic Shopping,162,559.95,1,153,13,0
2023-03-06,Organic Social,976,1572.09,9,825,88.5,65.17
2023-03-06,Organic Video,2,0,0,1,0,0
2023-03-06,Paid Search,22844,46765.96,362,19802,3624.5,2468.81
2023-03-06,Paid Social,11076,13188.33,108,9667,944.5,700.51
2023-03-06,Paid Video,6,0,0,3,0,0
2023-03-06,Payment Redirects,374,4930.43,28,286,246.5,328.6
2023-03-06,Referral,189,1065.75,3,144,73.53,232.4
2023-03-06,SMS,14628,26693.82,165,7671,1494,1581.19
2023-03-06,Unassigned,1492,3019.74,25,5,251.46,209.16
2023-03-07,Affiliates,2334,13082.25,86,1684,715.5,719.59
2023-03-07,Direct,28436,54243.69,393,21191,4313.5,2408.18
2023-03-07,Display,871,0,0,212,0,0
2023-03-07,Email,17890,42296.57,246,12747,2017.74,2663.07
2023-03-07,Organic Search,10011,13552.05,86,7500,939.85,818.97
2023-03-07,Organic Shopping,81,28.14,1,77,10,2.15
2023-03-07,Organic Social,803,1946.27,12,665,88.5,125.58
2023-03-07,Organic Video,1,0,0,1,0,0
2023-03-07,Paid Search,22468,53526.84,376,19378,4217,3035.39
2023-03-07,Paid Social,12164,14804,117,10848,1142,726.55
2023-03-07,Payment Redirects,375,3878.31,25,284,278.5,237.29
2023-03-07,Referral,131,35.09,1,87,13,0
2023-03-07,SMS,12376,23496.61,154,5806,1283.5,1372.93
2023-03-07,Unassigned,1383,5001.6,38,10,346.5,293.11
2023-03-08,Affiliates,2158,21548,114,1614,674,1100.2
2023-03-08,Direct,29802,77484.49,492,22695,4674.96,3249.17
2023-03-08,Display,851,63.6,1,164,10,3.62
2023-03-08,Email,16702,57761.92,314,11670,2216.48,3495.49
2023-03-08,Organic Search,9761,15247.86,95,7391,947.16,920.69
2023-03-08,Organic Shopping,71,57.67,1,67,13,3.27
2023-03-08,Organic Social,828,1774.16,11,691,106.5,108.01
2023-03-08,Organic Video,3,0,0,3,0,0
2023-03-08,Paid Search,24827,57662.93,445,21588,4464.5,3223.13
2023-03-08,Paid Social,12364,18490.78,126,10689,993.5,977.05
2023-03-08,Payment Redirects,440,5418.24,35,333,397.5,326.6
2023-03-08,Referral,158,829.41,2,115,59.52,0
2023-03-08,SMS,17446,48193.63,275,9437,1681,2619.63
2023-03-08,Unassigned,1418,7759.94,40,9,413.5,458.33
2023-03-09,Affiliates,2482,23096.1,137,1780,1076,1350.04
2023-03-09,Direct,30682,78163.1,522,22857,5072.86,3568.56
2023-03-09,Display,885,0,0,234,0,0
2023-03-09,Email,18273,58130.91,324,12696,2573.23,3378.58
2023-03-09,Organic Search,9656,18678.64,110,7481,1064.38,1162.91
2023-03-09,Organic Shopping,55,158.54,1,52,10,11.74
2023-03-09,Organic Social,814,1574.51,15,695,132.81,97.1
2023-03-09,Paid Search,22450,63262.65,447,19252,4516.5,3363.47
2023-03-09,Paid Social,11918,20398.09,141,10564,1217,1141.94
2023-03-09,Payment Redirects,428,4718,29,326,239.5,211.58
2023-03-09,Referral,152,439.7,3,114,46.74,64.08
2023-03-09,SMS,16110,41576.82,242,8182,1473.5,2473.2
2023-03-09,Unassigned,1458,7604.87,49,10,465.5,452.31
2023-03-10,Affiliates,2534,23548.49,127,1877,853,1277.31
2023-03-10,Direct,30657,69764.16,460,23172,4322.42,3441.75
2023-03-10,Display,681,0,0,221,0,0
2023-03-10,Email,17760,57525.44,341,12395,2268.95,3497.07
2023-03-10,Organic Search,9575,18519.27,124,7271,1218.1,1152.52
2023-03-10,Organic Shopping,78,118.57,1,76,10,7.08
2023-03-10,Organic Social,874,2890.7,15,755,96.19,239.9
2023-03-10,Organic Video,4,0,0,3,0,0
2023-03-10,Paid Search,22972,60188.61,432,20338,4194,3348.97
2023-03-10,Paid Social,13827,20415.22,152,12251,1195,1086.2
2023-03-10,Paid Video,1,0,0,1,0,0
2023-03-10,Payment Redirects,439,7914.54,48,312,415,388.02
2023-03-10,Referral,138,1730.52,7,116,110.15,75.49
2023-03-10,SMS,12537,39994.73,232,6134,1530.5,2226.64
2023-03-10,Unassigned,1450,6803.78,39,14,250.81,371.41
2023-03-11,Affiliates,2243,20560.59,99,1673,560,984.41
2023-03-11,Direct,31118,64028.73,441,23572,3904.09,2978.03
2023-03-11,Display,887,169.45,2,286,20,9.97
2023-03-11,Email,17881,49430.7,283,12429,1836.09,2940.8
2023-03-11,Organic Search,9931,18423.79,106,7553,1060.11,1503.82
2023-03-11,Organic Shopping,71,115.99,1,69,13,7.59
2023-03-11,Organic Social,779,2511.48,18,657,113,112.58
2023-03-11,Organic Video,1,0,0,1,0,0
2023-03-11,Paid Search,25875,52395.04,406,22549,4005,2743.99
2023-03-11,Paid Social,13672,22917.67,164,12289,1302,1244.03
2023-03-11,Paid Video,2,0,0,2,0,0
2023-03-11,Payment Redirects,486,6771.29,38,361,372,412.92
2023-03-11,Referral,118,170.05,2,80,22.46,0
2023-03-11,SMS,12560,35856.13,202,6632,1295,2100.4
2023-03-11,Unassigned,1610,6556.41,42,6,314,333.05
2023-03-12,Affiliates,2308,19409.06,112,1677,911.5,956.67
2023-03-12,Direct,30353,61983.42,424,22912,4377.6,3232.41
2023-03-12,Display,789,0,0,261,0,0
2023-03-12,Email,19901,50761.25,279,13091,2153.65,3364.77
2023-03-12,Mobile Push Notifications,2,0,0,2,0,0
2023-03-12,Organic Search,10045,17890.68,101,7765,1068.64,1079.6
2023-03-12,Organic Shopping,76,144.06,1,75,10,8.16
2023-03-12,Organic Social,1245,1618.7,12,1033,120,84.81
2023-03-12,Organic Video,4,0,0,2,0,0
2023-03-12,Paid Search,26103,62071.52,460,22895,4416,3534.21
2023-03-12,Paid Social,15187,17908.75,137,13542,1104.5,968.08
2023-03-12,Paid Video,3,0,0,1,0,0
2023-03-12,Payment Redirects,420,6988.55,34,320,306,291.4
2023-03-12,Referral,115,941.21,4,84,22.58,0
2023-03-12,SMS,6736,23283.26,139,3558,926,1490.37
2023-03-12,Unassigned,1566,7430.16,39,11,278.55,406.88
2023-03-13,Affiliates,2376,16428.32,89,1689,686.5,827.48
2023-03-13,Direct,30274,65718.24,431,22684,4262.72,3168.7
2023-03-13,Display,726,0,0,252,0,0
2023-03-13,Email,16487,36242.03,212,11125,1560,2120.06
2023-03-13,Organic Search,9770,18640.14,104,7582,1068.45,900.96
2023-03-13,Organic Shopping,100,467.52,3,95,22.5,34.26
2023-03-13,Organic Social,944,1351.93,8,780,55.5,32.49
2023-03-13,Organic Video,1,0,0,1,0,0
2023-03-13,Paid Search,21631,59085,403,18465,4281,3275.85
2023-03-13,Paid Social,14716,21534.5,148,13248,1280,1118.49
2023-03-13,Paid Video,1,0,0,0,0,0
2023-03-13,Payment Redirects,403,5280.14,30,293,331.5,329.74
2023-03-13,Referral,153,443.91,4,110,45.56,4.94
2023-03-13,SMS,6953,24465.43,145,3754,1027.5,1466.64
2023-03-13,Unassigned,1393,7392.7,36,19,323.5,426.12
2023-03-14,Affiliates,2605,20293.16,122,1928,1000.5,895.11
2023-03-14,Direct,28509,66803.66,425,21733,3887.03,3119.7
2023-03-14,Display,934,0,0,275,0,0
2023-03-14,Email,16139,39044.35,224,10684,1653.9,2492.57
2023-03-14,Organic Search,9713,14129.49,86,7375,912.34,882.63
2023-03-14,Organic Shopping,87,225.64,2,86,35.5,10.86
2023-03-14,Organic Social,940,1351.36,12,789,96,51.04
2023-03-14,Organic Video,4,0,0,2,0,0
2023-03-14,Paid Search,22270,52158.11,393,18838,4246.5,2835.59
2023-03-14,Paid Social,14313,16642.82,130,12917,1057.5,792.32
2023-03-14,Paid Video,3,0,0,1,0,0
2023-03-14,Payment Redirects,428,4449.38,30,324,251.5,245.97
2023-03-14,Referral,175,754.43,7,108,105.56,5.93
2023-03-14,SMS,9184,37913.36,216,5322,1541,2224.68
2023-03-14,Unassigned,1397,7005.27,39,17,331.5,398.91
2023-03-15,Affiliates,2611,17769.66,113,1951,882.5,953.66
2023-03-15,Direct,30785,71961.71,470,23012,4282.63,3514.65
2023-03-15,Display,746,0,0,207,0,0
2023-03-15,Email,16712,55001.27,297,11152,2224.58,3008.2
2023-03-15,Organic Search,9734,20073.5,111,7512,1161.35,1146.58
2023-03-15,Organic Shopping,92,372.01,3,87,30,28.42
2023-03-15,Organic Social,867,2864.78,17,733,149,107.58
2023-03-15,Organic Video,1,0,0,1,0,0
2023-03-15,Paid Search,24157,64121.39,457,20920,4866,3559.6
2023-03-15,Paid Social,13443,21598.55,158,12102,1334.5,1109.02
2023-03-15,Paid Video,2,0,0,1,0,0
2023-03-15,Payment Redirects,486,5731.06,40,363,306.5,330.49
2023-03-15,Referral,169,587.21,4,116,23,12.52
2023-03-15,SMS,11134,45529.11,241,5942,1563.5,2491.7
2023-03-15,Unassigned,1479,6312.74,34,29,199,429.52
2023-03-16,Affiliates,2450,15152.08,85,1835,646.5,915.1
2023-03-16,Direct,30122,50645.07,349,22843,3402.15,2473.77
2023-03-16,Display,728,0,0,210,0,0
2023-03-16,Email,16147,28023.4,177,10895,1380.5,1543.91
2023-03-16,Organic Search,9366,17053.53,91,7137,888.66,1232.04
2023-03-16,Organic Shopping,73,222.6,2,68,23,15.26
2023-03-16,Organic Social,757,832.86,5,631,54,52.67
2023-03-16,Organic Video,1,0,0,1,0,0
2023-03-16,Paid Search,18611,39899.79,292,15503,2996.5,2180.47
2023-03-16,Paid Social,12733,14761.44,110,11365,927,798.06
2023-03-16,Paid Video,1,0,0,1,0,0
2023-03-16,Payment Redirects,444,3242.98,23,348,165.5,171.24
2023-03-16,Referral,176,849.99,5,130,43.85,0
2023-03-16,SMS,15652,23748.62,155,8372,1121,1280.68
2023-03-16,Unassigned,1671,6848.75,42,16,322,414.66
2023-03-17,Affiliates,2414,18192.09,100,1742,674,1058.33
2023-03-17,Direct,28125,56468.6,369,20622,3535.03,2540.53
2023-03-17,Display,735,318.86,2,217,10,23.87
2023-03-17,Email,14120,26873.6,163,9729,1261.89,1467.31
2023-03-17,Organic Search,8803,12850.12,77,6690,808.73,613.17
2023-03-17,Organic Shopping,63,130.93,1,58,10,4.65
2023-03-17,Organic Social,769,1841.19,8,641,73,145.84
2023-03-17,Organic Video,1,0,0,1,0,0
2023-03-17,Paid Search,20493,47769.61,329,17531,3001.73,2762.55
2023-03-17,Paid Social,12600,16558.18,109,11137,932.5,923.12
2023-03-17,Paid Video,1,0,0,1,0,0
2023-03-17,Payment Redirects,429,3993.98,30,316,327,229.97
2023-03-17,Referral,123,663.1,2,75,59.79,77.12
2023-03-17,SMS,17870,28981.59,180,9039,1343.5,1719.66
2023-03-17,Unassigned,1692,8517.9,42,16,411.74,568.29
2023-03-18,Affiliates,2550,17833.84,109,1836,874.19,1058.13
2023-03-18,Direct,28437,52309.87,396,21554,3610,2368.03
2023-03-18,Display,525,0,0,158,0,0
2023-03-18,Email,17679,41007.3,263,12761,2154.56,2476.31
2023-03-18,Organic Search,9279,8895.71,65,7109,797.77,510.98
2023-03-18,Organic Shopping,53,235.19,2,49,20,8.63
2023-03-18,Organic Social,660,291.29,4,558,40,11.02
2023-03-18,Organic Video,3,0,0,0,0,0
2023-03-18,Paid Search,23105,54310.08,389,20342,3639.5,2971.59
2023-03-18,Paid Social,12139,15459.14,112,10809,933,829.48
2023-03-18,Payment Redirects,465,5971.94,34,345,327.5,355.38
2023-03-18,Referral,129,149.3,2,81,23.81,28.47
2023-03-18,SMS,17341,42149.1,298,9455,2435,2547.07
2023-03-18,Unassigned,2041,9647.21,66,12,580.5,543.52
2023-03-19,Affiliates,2782,25353.5,155,2041,1086.5,1603.57
2023-03-19,Direct,32037,70795.71,480,23876,4641,3257.15
2023-03-19,Display,585,468.84,1,166,0,26.54
2023-03-19,Email,18398,45971.67,305,12538,2368.53,2763.96
2023-03-19,Organic Search,10109,16455.71,105,7841,1000.73,903.52
2023-03-19,Organic Shopping,58,379.74,3,54,33,27.67
2023-03-19,Organic Social,906,1773.11,8,767,79.93,126.28
2023-03-19,Organic Video,3,0,0,2,0,0
2023-03-19,Paid Search,26401,58502.05,445,22844,4610.15,3426.37
2023-03-19,Paid Social,13803,18078.15,129,12378,1067.5,960.86
2023-03-19,Paid Video,3,78.58,1,1,10,5.69
2023-03-19,Payment Redirects,489,5913.07,34,359,408.5,382.51
2023-03-19,Referral,161,899.67,3,103,45.7,34.74
2023-03-19,SMS,17182,41617.78,292,9723,2177.5,2466.3
2023-03-19,Unassigned,2234,9558.05,66,10,697,539.25
2023-03-20,Affiliates,2528,17187.84,104,1825,863,961.57
2023-03-20,Direct,27972,52115.54,345,20628,3489.3,2822.86
2023-03-20,Display,635,139.46,1,177,10,0
2023-03-20,Email,14007,25160.55,141,9169,1170.8,1405.8
2023-03-20,Organic Search,9295,10152.5,72,7328,733.53,713.14
2023-03-20,Organic Shopping,165,309.63,3,161,49.11,30.07
2023-03-20,Organic Social,842,1877.57,12,727,105.5,116.72
2023-03-20,Organic Video,1,0,0,0,0,0
2023-03-20,Paid Search,20603,39803.88,314,17441,3416.5,2156.94
2023-03-20,Paid Social,13241,15844.39,102,11779,758,942.42
2023-03-20,Paid Video,5,0,0,1,0,0
2023-03-20,Payment Redirects,417,3286.76,26,312,236,175.26
2023-03-20,Referral,178,0,0,94,0,0
2023-03-20,SMS,14985,18252.99,126,8004,1029.5,1045.33
2023-03-20,Unassigned,1479,4056.77,26,9,200.5,228.96
2023-03-21,Affiliates,2517,12583.19,85,1800,795.04,764.2
2023-03-21,Direct,30289,57651.7,352,23040,3591.82,2796.29
2023-03-21,Display,713,0,0,177,0,0
2023-03-21,Email,15828,30999.14,187,11487,1480.03,1793.68
2023-03-21,Organic Search,9007,10836.3,61,7040,788.41,822.6
2023-03-21,Organic Shopping,168,422.36,3,163,46.36,36.87
2023-03-21,Organic Social,923,1521.98,10,800,72.5,102.64
2023-03-21,Organic Video,2,0,0,0,0,0
2023-03-21,Paid Search,20911,45210.43,311,18216,3456.5,2593.3
2023-03-21,Paid Social,12842,11924.01,93,11514,740,599.97
2023-03-21,Paid Video,4,0,0,0,0,0
2023-03-21,Payment Redirects,420,6276.39,40,343,403,373.71
2023-03-21,Referral,143,625.37,2,87,35.24,178.87
2023-03-21,SMS,15924,31305.72,191,9077,1647.5,1865.88
2023-03-21,Unassigned,1680,3437.2,20,3,148,163.07
2023-03-22,Affiliates,2676,16983.93,102,1950,961,926.92
2023-03-22,Direct,29740,57846.48,401,22394,4228.45,2944.44
2023-03-22,Display,787,0,0,193,0,0
2023-03-22,Email,24186,51656.63,311,18262,2253,3138.08
2023-03-22,Organic Search,9125,13211.2,76,7131,832.27,973.64
2023-03-22,Organic Shopping,107,0,0,101,0,0
2023-03-22,Organic Social,901,1697.12,11,783,139,98.74
2023-03-22,Organic Video,3,0,0,0,0,0
2023-03-22,Paid Search,19750,44360.24,309,16727,3424.78,2618.71
2023-03-22,Paid Social,12235,13964.23,95,11147,866.5,710.02
2023-03-22,Paid Video,2,0,0,1,0,0
2023-03-22,Payment Redirects,419,5597.43,29,323,411,329.78
2023-03-22,Referral,190,92.99,1,110,13,0
2023-03-22,SMS,27670,58727.71,378,15854,2987,3696.75
2023-03-22,Unassigned,2817,7987.12,52,6,468.5,459.98
2023-03-23,Affiliates,3209,27021.49,137,2459,943,1367.56
2023-03-23,Direct,35053,70977.12,487,26530,4697.02,3011.91
2023-03-23,Display,850,0,0,195,0,0
2023-03-23,Email,23186,50720.36,316,16248,2581.28,3087.71
2023-03-23,Mobile Push Notifications,1,0,0,1,0,0
2023-03-23,Organic Search,9815,18830.85,106,7779,1154.28,1201.85
2023-03-23,Organic Shopping,84,320.77,2,78,22.5,18.16
2023-03-23,Organic Social,12436,11548.17,79,9376,512.5,740.93
2023-03-23,Paid Search,20094,45541.25,333,17553,3224.87,2629.19
2023-03-23,Paid Social,12699,16671.39,120,11368,900,910.85
2023-03-23,Paid Video,2,0,0,0,0,0
2023-03-23,Payment Redirects,463,7972.75,38,352,441.5,435.83
2023-03-23,Referral,163,846.62,5,122,73.52,77.76
2023-03-23,SMS,30962,61938.69,392,16450,2946.5,3567.13
2023-03-23,Unassigned,1854,5149.84,39,12,293,318.03
2023-03-24,Affiliates,2877,20287.67,135,2138,1084,1068.04
2023-03-24,Direct,31132,67732,466,23389,4132.89,3066.26
2023-03-24,Display,518,0,0,148,0,0
2023-03-24,Email,25774,58644.95,380,17369,2699.99,3372.49
2023-03-24,Organic Search,9595,18636.77,101,7648,934.09,1300.87
2023-03-24,Organic Shopping,64,108.23,1,63,10,8.25
2023-03-24,Organic Social,2739,2915.98,18,2051,152,143.16
2023-03-24,Paid Search,19191,47936.26,337,16717,3256.5,2661.97
2023-03-24,Paid Social,10302,15744.87,112,9225,940,801.42
2023-03-24,Paid Video,2,0,0,2,0,0
2023-03-24,Payment Redirects,412,5631.96,31,300,307.5,300.2
2023-03-24,Referral,117,237.73,2,70,20,9.13
2023-03-24,SMS,24103,48719.41,330,12963,2452,2748.88
2023-03-24,Unassigned,1673,5736.1,39,18,307.05,315.39
2023-03-25,Affiliates,2620,18765.56,108,1965,838,1106.54
2023-03-25,Direct,31749,51957.94,373,23331,3429.6,2603.42
2023-03-25,Display,665,0,0,235,0,0
2023-03-25,Email,18609,39778.98,259,13125,2115.93,2447.44
2023-03-25,Organic Search,9317,15267.14,91,7326,844.92,1007.97
2023-03-25,Organic Shopping,63,0,0,62,0,0
2023-03-25,Organic Social,1264,1957.95,14,1040,123,61.6
2023-03-25,Organic Video,4,0,0,3,0,0
2023-03-25,Paid Search,22868,45745.21,328,19923,3248.5,2630.93
2023-03-25,Paid Social,12025,11230.32,91,10595,825,596.84
2023-03-25,Payment Redirects,364,3117.16,17,278,160,183.68
2023-03-25,Referral,109,447.23,2,69,44.34,38.75
2023-03-25,SMS,9738,27531.74,165,5059,1212.5,1754.66
2023-03-25,Unassigned,1231,5787.46,39,7,292.5,369.63
2023-03-26,Affiliates,2881,22275.64,123,2177,833,1267.47
2023-03-26,Direct,33755,68507.06,494,25409,4523.83,3255.46
2023-03-26,Display,623,0,0,239,0,0
2023-03-26,Email,23719,58115.16,366,16773,2951.52,3502.84
2023-03-26,Organic Search,10239,12383.39,83,8058,901.1,822.36
2023-03-26,Organic Shopping,83,181.63,1,77,10.05,0
2023-03-26,Organic Social,1275,937.25,9,1048,80,59.61
2023-03-26,Organic Video,1,0,0,1,0,0
2023-03-26,Paid Search,24892,52761.29,378,21526,3537.5,3168.32
2023-03-26,Paid Social,13600,15136.48,101,11997,870.5,779.9
2023-03-26,Paid Video,2,0,0,2,0,0
2023-03-26,Payment Redirects,428,4541.44,34,319,323.5,267.1
2023-03-26,Referral,115,1072.95,6,77,78.08,4.23
2023-03-26,SMS,22912,58828.65,374,12535,2883.5,3587.84
2023-03-26,Unassigned,1699,6270.22,45,23,380,347.5
2023-03-27,Affiliates,3002,19110.21,130,2121,993,1132.11
2023-03-27,Direct,32726,63530.9,472,24335,4638.08,2995.64
2023-03-27,Display,685,0,0,220,0,0
2023-03-27,Email,25719,59261.91,398,18337,2958.8,3420.75
2023-03-27,Organic Search,9529,15999.33,90,7353,890.19,1058.26
2023-03-27,Organic Shopping,129,260.46,2,126,44,15.6
2023-03-27,Organic Social,936,2260.6,14,784,112,102.59
2023-03-27,Organic Video,3,0,0,2,0,0
2023-03-27,Paid Search,23554,45669.48,351,20493,3656.5,2532.37
2023-03-27,Paid Social,13045,15141.06,101,11879,891,795.67
2023-03-27,Paid Video,1,0,0,1,0,0
2023-03-27,Payment Redirects,399,5434.44,34,304,309,293.36
2023-03-27,Referral,188,1219.55,5,115,70.68,11.31
2023-03-27,SMS,19505,52481.35,342,11310,2622,3243.12
2023-03-27,Unassigned,1731,6659.85,41,27,270.75,355.3
2023-03-28,Affiliates,2640,16517.35,103,1903,810.89,1149.29
2023-03-28,Direct,31253,64219.93,441,23027,4379.24,3103.93
