date,channel,quantity
2023-04-08,Payment Redirects,79
2023-04-08,Referral,6
2023-04-08,SMS,343
2023-04-08,Unassigned,85
2023-04-09,Affiliates,359
2023-04-09,Cross-network,319
2023-04-09,Direct,1144
2023-04-09,Display,4
2023-04-09,Email,761
2023-04-09,Organic Search,237
2023-04-09,Organic Shopping,9
2023-04-09,Organic Social,20
2023-04-09,Paid Search,630
2023-04-09,Paid Social,332
2023-04-09,Paid Video,2
2023-04-09,Payment Redirects,126
2023-04-09,Referral,12
2023-04-09,SMS,712
2023-04-09,Unassigned,165
2023-04-10,Affiliates,312
2023-04-10,Cross-network,310
2023-04-10,Direct,1320
2023-04-10,Display,3
2023-04-10,Email,755
2023-04-10,Organic Search,196
2023-04-10,Organic Shopping,9
2023-04-10,Organic Social,4
2023-04-10,Paid Search,597
2023-04-10,Paid Social,266
2023-04-10,Payment Redirects,104
2023-04-10,Referral,18
2023-04-10,SMS,692
2023-04-10,Unassigned,145
2023-04-11,Affiliates,346
2023-04-11,Cross-network,316
2023-04-11,Direct,1310
2023-04-11,Display,5
2023-04-11,Email,661
2023-04-11,Organic Search,203
2023-04-11,Organic Shopping,18
2023-04-11,Organic Social,16
2023-04-11,Paid Search,572
2023-04-11,Paid Social,275
2023-04-11,Paid Video,1
2023-04-11,Payment Redirects,104
2023-04-11,Referral,28
2023-04-11,SMS,533
2023-04-11,Unassigned,58
2023-04-12,Affiliates,529
2023-04-12,Cross-network,440
2023-04-12,Direct,1579
2023-04-12,Display,10
2023-04-12,Email,782
2023-04-12,Organic Search,326
2023-04-12,Organic Shopping,53
2023-04-12,Organic Social,25
2023-04-12,Paid Search,705
2023-04-12,Paid Social,359
2023-04-12,Payment Redirects,129
2023-04-12,Referral,22
2023-04-12,SMS,684
2023-04-12,Unassigned,170
2023-04-13,Affiliates,312
2023-04-13,Cross-network,290
2023-04-13,Direct,1035
2023-04-13,Display,1
2023-04-13,Email,711
2023-04-13,Organic Search,210
2023-04-13,Organic Shopping,8
2023-04-13,Organic Social,7
2023-04-13,Paid Search,437
2023-04-13,Paid Social,263
2023-04-13,Payment Redirects,70
2023-04-13,Referral,6
2023-04-13,SMS,351
2023-04-13,Unassigned,99
2023-04-14,Affiliates,373
2023-04-14,Cross-network,318
2023-04-14,Direct,946
2023-04-14,Display,6
2023-04-14,Email,748
2023-04-14,Organic Search,287
2023-04-14,Organic Shopping,18
2023-04-14,Organic Social,2
2023-04-14,Paid Search,575
2023-04-14,Paid Social,223
2023-04-14,Payment Redirects,109
2023-04-14,Referral,11
2023-04-14,SMS,597
2023-04-14,Unassigned,65
2023-04-15,Affiliates,336
2023-04-15,Cross-network,294
2023-04-15,Direct,1060
2023-04-15,Display,1
2023-04-15,Email,636
2023-04-15,Organic Search,218
2023-04-15,Organic Shopping,13
2023-04-15,Organic Social,3
2023-04-15,Paid Search,468
2023-04-15,Paid Social,281
2023-04-15,Payment Redirects,46
2023-04-15,Referral,7
2023-04-15,SMS,343
2023-04-15,Unassigned,132
2023-04-16,Affiliates,328
2023-04-16,Cross-network,289
2023-04-16,Direct,1542
2023-04-16,Email,582
2023-04-16,Organic Search,214
2023-04-16,Organic Shopping,12
2023-04-16,Organic Social,4
2023-04-16,Paid Search,478
2023-04-16,Paid Social,231
2023-04-16,Payment Redirects,64
2023-04-16,Referral,4
2023-04-16,SMS,448
2023-04-16,Unassigned,99
2023-04-17,Affiliates,408
2023-04-17,Cross-network,329
2023-04-17,Direct,780
2023-04-17,Email,897
2023-04-17,Organic Search,228
2023-04-17,Organic Shopping,16
2023-04-17,Organic Social,13
2023-04-17,Paid Search,571
2023-04-17,Paid Social,258
2023-04-17,Payment Redirects,82
2023-04-17,Referral,6
2023-04-17,SMS,403
2023-04-17,Unassigned,28
2023-04-18,Affiliates,391
2023-04-18,Cross-network,278
2023-04-18,Direct,936
2023-04-18,Email,764
2023-04-18,Organic Search,162
2023-04-18,Organic Shopping,7
2023-04-18,Organic Social,18
2023-04-18,Paid Search,464
2023-04-18,Paid Social,169
2023-04-18,Payment Redirects,103
2023-04-18,Referral,30
2023-04-18,SMS,507
2023-04-18,Unassigned,66
2023-04-19,Affiliates,281
2023-04-19,Cross-network,213
2023-04-19,Direct,816
2023-04-19,Email,516
2023-04-19,Organic Search,154
2023-04-19,Organic Shopping,15
2023-04-19,Organic Social,9
2023-04-19,Paid Search,390
2023-04-19,Paid Social,208
2023-04-19,Payment Redirects,77
2023-04-19,Referral,17
2023-04-19,SMS,505
2023-04-19,Unassigned,72
2023-04-20,Affiliates,735
2023-04-20,Cross-network,201
2023-04-20,Direct,1548
2023-04-20,Email,1278
2023-04-20,Organic Search,484
2023-04-20,Organic Shopping,22
2023-04-20,Organic Social,26
2023-04-20,Paid Search,434
2023-04-20,Paid Social,268
2023-04-20,Payment Redirects,160
2023-04-20,Referral,25
2023-04-20,SMS,1671
2023-04-20,Unassigned,129
2023-04-21,Affiliates,600
2023-04-21,Cross-network,276
2023-04-21,Direct,1648
2023-04-21,Display,1
2023-04-21,Email,1433
2023-04-21,Organic Search,326
2023-04-21,Organic Shopping,18
2023-04-21,Organic Social,9
2023-04-21,Paid Search,680
2023-04-21,Paid Social,232
2023-04-21,Payment Redirects,111
2023-04-21,Referral,29
2023-04-21,SMS,1064
2023-04-21,Unassigned,121
2023-04-22,Affiliates,656
2023-04-22,Cross-network,324
2023-04-22,Direct,1421
2023-04-22,Email,1610
2023-04-22,Organic Search,332
2023-04-22,Organic Shopping,9
2023-04-22,Organic Social,6
2023-04-22,Paid Search,669
2023-04-22,Paid Social,288
2023-04-22,Payment Redirects,153
2023-04-22,Referral,15
2023-04-22,SMS,918
2023-04-22,Unassigned,144
2023-04-23,Affiliates,663
2023-04-23,Cross-network,376
2023-04-23,Direct,1530
2023-04-23,Display,2
2023-04-23,Email,1457
2023-04-23,Organic Search,318
2023-04-23,Organic Shopping,23
2023-04-23,Organic Social,19
2023-04-23,Paid Search,939
2023-04-23,Paid Social,285
2023-04-23,Payment Redirects,93
2023-04-23,Referral,28
2023-04-23,SMS,677
2023-04-23,Unassigned,170
2023-04-24,Affiliates,301
2023-04-24,Cross-network,286
2023-04-24,Direct,1065
2023-04-24,Display,1
2023-04-24,Email,1102
2023-04-24,Organic Search,211
2023-04-24,Organic Shopping,33
2023-04-24,Organic Social,79
2023-04-24,Paid Search,559
2023-04-24,Paid Social,311
2023-04-24,Payment Redirects,116
2023-04-24,Referral,4
2023-04-24,SMS,731
2023-04-24,Unassigned,137
2023-04-25,Affiliates,328
2023-04-25,Cross-network,307
2023-04-25,Direct,1023
2023-04-25,Email,1068
2023-04-25,Organic Search,275
2023-04-25,Organic Shopping,19
2023-04-25,Organic Social,46
2023-04-25,Paid Search,561
2023-04-25,Paid Social,329
2023-04-25,Payment Redirects,49
2023-04-25,Referral,10
2023-04-25,SMS,630
2023-04-25,Unassigned,75
2023-04-26,Affiliates,358
2023-04-26,Cross-network,267
2023-04-26,Direct,1080
2023-04-26,Email,1114
2023-04-26,Organic Search,307
2023-04-26,Organic Shopping,25
2023-04-26,Organic Social,48
2023-04-26,Paid Search,693
2023-04-26,Paid Social,309
2023-04-26,Payment Redirects,104
2023-04-26,Referral,11
2023-04-26,SMS,519
2023-04-26,Unassigned,83
2023-04-27,Affiliates,350
2023-04-27,Cross-network,325
2023-04-27,Direct,1081
2023-04-27,Email,812
2023-04-27,Organic Search,232
2023-04-27,Organic Shopping,16
2023-04-27,Organic Social,6
2023-04-27,Paid Search,463
2023-04-27,Paid Social,217
2023-04-27,Payment Redirects,126
2023-04-27,Referral,8
2023-04-27,SMS,651
2023-04-27,Unassigned,119
2023-04-28,Affiliates,367
2023-04-28,Cross-network,312
2023-04-28,Direct,1145
2023-04-28,Email,920
2023-04-28,Organic Search,162
2023-04-28,Organic Shopping,13
2023-04-28,Organic Social,8
2023-04-28,Paid Search,540
2023-04-28,Paid Social,207
2023-04-28,Payment Redirects,97
2023-04-28,Referral,24
2023-04-28,SMS,768
2023-04-28,Unassigned,138
2023-04-29,Affiliates,283
2023-04-29,Cross-network,263
2023-04-29,Direct,1089
2023-04-29,Email,783
2023-04-29,Organic Search,165
2023-04-29,Organic Shopping,9
2023-04-29,Organic Social,14
2023-04-29,Paid Search,517
2023-04-29,Paid Social,256
2023-04-29,Payment Redirects,71
2023-04-29,Referral,13
2023-04-29,SMS,509
2023-04-29,Unassigned,104
2023-04-30,Affiliates,399
2023-04-30,Cross-network,339
2023-04-30,Direct,1187
2023-04-30,Email,736
2023-04-30,Organic Search,280
2023-04-30,Organic Shopping,21
2023-04-30,Organic Social,5
2023-04-30,Paid Search,715
2023-04-30,Paid Social,251
2023-04-30,Payment Redirects,75
2023-04-30,Referral,6
2023-04-30,SMS,621
2023-04-30,Unassigned,120
2023-05-01,Affiliates,455
2023-05-01,Cross-network,255
2023-05-01,Direct,1237
2023-05-01,Email,779
2023-05-01,Organic Search,256
2023-05-01,Organic Shopping,6
2023-05-01,Organic Social,19
2023-05-01,Paid Search,545
2023-05-01,Paid Social,227
2023-05-01,Payment Redirects,126
2023-05-01,Referral,10
2023-05-01,SMS,621
2023-05-01,Unassigned,74
2023-05-02,Affiliates,253
2023-05-02,Cross-network,241
2023-05-02,Direct,900
2023-05-02,Email,591
2023-05-02,Organic Search,212
2023-05-02,Organic Shopping,9
2023-05-02,Organic Social,12
2023-05-02,Paid Search,406
2023-05-02,Paid Social,171
2023-05-02,Payment Redirects,88
2023-05-02,Referral,4
2023-05-02,SMS,340
2023-05-02,Unassigned,93
2023-05-03,Affiliates,212
2023-05-03,Cross-network,325
2023-05-03,Direct,951
2023-05-03,Email,632
2023-05-03,Organic Search,253
2023-05-03,Organic Shopping,14
2023-05-03,Paid Search,388
2023-05-03,Paid Social,178
2023-05-03,Payment Redirects,63
2023-05-03,Referral,17
2023-05-03,SMS,348
2023-05-03,Unassigned,73
2023-05-04,Affiliates,846
2023-05-04,Cross-network,447
2023-05-04,Direct,1947
2023-05-04,Display,9
2023-05-04,Email,1990
2023-05-04,Organic Search,284
2023-05-04,Organic Shopping,28
2023-05-04,Organic Social,150
2023-05-04,Paid Search,766
2023-05-04,Paid Social,244
2023-05-04,Payment Redirects,198
2023-05-04,Referral,12
2023-05-04,SMS,2607
2023-05-04,Unassigned,310
2023-05-05,Affiliates,826
2023-05-05,Cross-network,440
2023-05-05,Direct,2245
2023-05-05,Email,2115
2023-05-05,Organic Search,344
2023-05-05,Organic Shopping,24
2023-05-05,Organic Social,79
2023-05-05,Paid Search,746
2023-05-05,Paid Social,248
2023-05-05,Payment Redirects,207
2023-05-05,Referral,10
2023-05-05,SMS,2055
2023-05-05,Unassigned,245
2023-05-06,Affiliates,331
2023-05-06,Cross-network,241
2023-05-06,Direct,695
2023-05-06,Email,617
2023-05-06,Organic Search,147
2023-05-06,Organic Shopping,20
2023-05-06,Paid Search,386
2023-05-06,Paid Social,189
2023-05-06,Payment Redirects,79
2023-05-06,Referral,13
2023-05-06,SMS,295
2023-05-06,Unassigned,69
2023-05-07,Affiliates,317
2023-05-07,Cross-network,278
2023-05-07,Direct,751
2023-05-07,Email,540
2023-05-07,Organic Search,153
2023-05-07,Organic Shopping,25
2023-05-07,Organic Social,5
2023-05-07,Paid Search,337
2023-05-07,Paid Social,221
2023-05-07,Payment Redirects,123
2023-05-07,Referral,17
2023-05-07,SMS,273
2023-05-07,Unassigned,68
2023-05-08,Affiliates,294
2023-05-08,Cross-network,283
2023-05-08,Direct,855
2023-05-08,Display,3
2023-05-08,Email,600
2023-05-08,Organic Search,209
2023-05-08,Organic Shopping,10
2023-05-08,Paid Search,485
2023-05-08,Paid Social,195
2023-05-08,Payment Redirects,86
2023-05-08,Referral,24
2023-05-08,SMS,364
2023-05-08,Unassigned,82
2023-05-09,Affiliates,232
2023-05-09,Cross-network,248
2023-05-09,Direct,665
2023-05-09,Display,8
2023-05-09,Email,666
2023-05-09,Organic Search,194
2023-05-09,Organic Shopping,10
2023-05-09,Organic Social,7
2023-05-09,Paid Search,423
2023-05-09,Paid Social,190
2023-05-09,Payment Redirects,56
2023-05-09,Referral,12
2023-05-09,SMS,327
2023-05-09,Unassigned,84
2023-05-10,Affiliates,253
2023-05-10,Cross-network,268
2023-05-10,Direct,790
2023-05-10,Email,672
2023-05-10,Organic Search,149
2023-05-10,Organic Shopping,11
2023-05-10,Organic Social,5
2023-05-10,Paid Search,380
2023-05-10,Paid Social,208
2023-05-10,Payment Redirects,50
2023-05-10,Referral,7
2023-05-10,SMS,261
2023-05-10,Unassigned,61
2023-05-11,Affiliates,318
2023-05-11,Cross-network,267
2023-05-11,Direct,762
2023-05-11,Email,644
2023-05-11,Organic Search,181
2023-05-11,Organic Shopping,13
2023-05-11,Paid Search,374
2023-05-11,Paid Social,206
2023-05-11,Payment Redirects,56
2023-05-11,Referral,18
2023-05-11,SMS,349
2023-05-11,Unassigned,99
2023-05-12,Affiliates,383
2023-05-12,Cross-network,261
2023-05-12,Direct,948
2023-05-12,Display,4
2023-05-12,Email,988
2023-05-12,Organic Search,258
2023-05-12,Organic Shopping,12
2023-05-12,Organic Social,7
2023-05-12,Paid Search,502
2023-05-12,Paid Social,206
2023-05-12,Payment Redirects,97
2023-05-12,Referral,13
2023-05-12,SMS,865
2023-05-12,Unassigned,121
2023-05-13,Affiliates,471
2023-05-13,Cross-network,280
2023-05-13,Direct,953
2023-05-13,Email,996
2023-05-13,Organic Search,258
2023-05-13,Organic Shopping,19
2023-05-13,Organic Social,3
2023-05-13,Paid Search,469
2023-05-13,Paid Social,157
2023-05-13,Payment Redirects,105
2023-05-13,Referral,2
2023-05-13,SMS,877
2023-05-13,Unassigned,189
2023-05-14,Affiliates,431
2023-05-14,Cross-network,256
2023-05-14,Direct,1015
2023-05-14,Email,721
2023-05-14,Organic Search,230
2023-05-14,Organic Shopping,8
2023-05-14,Organic Social,7
2023-05-14,Paid Search,697
2023-05-14,Paid Social,210
2023-05-14,Payment Redirects,107
2023-05-14,Referral,6
2023-05-14,SMS,560
2023-05-14,Unassigned,111
2023-05-15,Affiliates,330
2023-05-15,Cross-network,307
2023-05-15,Direct,806
2023-05-15,Email,573
2023-05-15,Organic Search,171
2023-05-15,Organic Shopping,2
2023-05-15,Organic Social,7
2023-05-15,Paid Search,433
2023-05-15,Paid Social,207
2023-05-15,Payment Redirects,63
2023-05-15,Referral,13
2023-05-15,SMS,357
2023-05-15,Unassigned,87
2023-05-16,Affiliates,316
2023-05-16,Cross-network,258
2023-05-16,Direct,726
2023-05-16,Email,812
2023-05-16,Organic Search,241
2023-05-16,Organic Shopping,2
2023-05-16,Organic Social,15
2023-05-16,Paid Search,491
2023-05-16,Paid Social,253
2023-05-16,Payment Redirects,66
2023-05-16,Referral,3
2023-05-16,SMS,378
2023-05-16,Unassigned,78
2023-05-17,Affiliates,399
2023-05-17,Cross-network,294
2023-05-17,Direct,951
2023-05-17,Email,941
2023-05-17,Organic Search,254
2023-05-17,Organic Shopping,24
2023-05-17,Organic Social,6
2023-05-17,Paid Search,460
2023-05-17,Paid Social,246
2023-05-17,Payment Redirects,75
2023-05-17,Referral,6
2023-05-17,SMS,567
2023-05-17,Unassigned,76
2023-05-18,Affiliates,456
2023-05-18,Cross-network,400
2023-05-18,Direct,1176
2023-05-18,Display,4
2023-05-18,Email,978
2023-05-18,Organic Search,322
2023-05-18,Organic Shopping,9
2023-05-18,Organic Social,4
2023-05-18,Paid Search,615
2023-05-18,Paid Social,383
2023-05-18,Payment Redirects,120
2023-05-18,Referral,20
2023-05-18,SMS,441
2023-05-18,Unassigned,73
2023-05-19,Affiliates,563
2023-05-19,Cross-network,401
2023-05-19,Direct,1307
2023-05-19,Email,1074
2023-05-19,Organic Search,301
2023-05-19,Organic Shopping,28
2023-05-19,Paid Search,594
2023-05-19,Paid Social,338
2023-05-19,Payment Redirects,143
2023-05-19,Referral,26
2023-05-19,SMS,702
2023-05-19,Unassigned,117
2023-05-20,Affiliates,345
2023-05-20,Cross-network,284
2023-05-20,Direct,874
2023-05-20,Email,700
2023-05-20,Organic Search,237
2023-05-20,Organic Shopping,19
2023-05-20,Organic Social,17
2023-05-20,Paid Search,402
2023-05-20,Paid Social,218
2023-05-20,Payment Redirects,66
2023-05-20,Referral,16
2023-05-20,SMS,333
2023-05-20,Unassigned,91
2023-05-21,Affiliates,297
2023-05-21,Cross-network,302
2023-05-21,Direct,920
2023-05-21,Email,671
2023-05-21,Organic Search,209
2023-05-21,Organic Shopping,14
2023-05-21,Organic Social,38
2023-05-21,Paid Search,532
2023-05-21,Paid Social,278
2023-05-21,Payment Redirects,76
2023-05-21,Referral,13
2023-05-21,SMS,357
2023-05-21,Unassigned,55
2023-05-22,Affiliates,344
2023-05-22,Cross-network,312
2023-05-22,Direct,770
2023-05-22,Display,2
2023-05-22,Email,822
2023-05-22,Organic Search,138
2023-05-22,Organic Shopping,27
2023-05-22,Organic Social,11
2023-05-22,Organic Video,1
2023-05-22,Paid Search,465
2023-05-22,Paid Social,251
2023-05-22,Payment Redirects,89
2023-05-22,Referral,7
2023-05-22,SMS,335
2023-05-22,Unassigned,127
2023-05-23,Affiliates,296
2023-05-23,Cross-network,342
2023-05-23,Direct,895
2023-05-23,Email,730
2023-05-23,Organic Search,242
2023-05-23,Organic Shopping,13
2023-05-23,Organic Social,40
2023-05-23,Paid Search,442
2023-05-23,Paid Social,254
2023-05-23,Payment Redirects,33
2023-05-23,Referral,7
2023-05-23,SMS,341
2023-05-23,Unassigned,77
2023-05-24,Affiliates,362
2023-05-24,Cross-network,475
2023-05-24,Direct,1277
2023-05-24,Email,1396
2023-05-24,Organic Search,308
2023-05-24,Organic Shopping,17
2023-05-24,Organic Social,30
2023-05-24,Paid Search,584
2023-05-24,Paid Social,451
2023-05-24,Payment Redirects,70
2023-05-24,Referral,22
2023-05-24,SMS,277
2023-05-24,Unassigned,82
2023-05-25,Affiliates,420
2023-05-25,Cross-network,495
2023-05-25,Direct,1539
2023-05-25,Display,5
2023-05-25,Email,1415
2023-05-25,Organic Search,275
2023-05-25,Organic Shopping,15
2023-05-25,Organic Social,12
2023-05-25,Paid Search,765
2023-05-25,Paid Social,439
2023-05-25,Payment Redirects,189
2023-05-25,Referral,29
2023-05-25,SMS,1429
2023-05-25,Unassigned,131
2023-05-26,Affiliates,407
2023-05-26,Cross-network,446
2023-05-26,Direct,1400
2023-05-26,Display,6
2023-05-26,Email,1401
2023-05-26,Organic Search,335
2023-05-26,Organic Shopping,21
2023-05-26,Organic Social,16
2023-05-26,Paid Search,771
2023-05-26,Paid Social,455
2023-05-26,Payment Redirects,137
2023-05-26,Referral,11
2023-05-26,SMS,1114
2023-05-26,Unassigned,121
2023-05-27,Affiliates,434
2023-05-27,Cross-network,431
2023-05-27,Direct,1253
2023-05-27,Email,1072
2023-05-27,Organic Search,264
2023-05-27,Organic Shopping,25
2023-05-27,Organic Social,5
2023-05-27,Paid Search,681
2023-05-27,Paid Social,446
2023-05-27,Payment Redirects,186
2023-05-27,Referral,48
2023-05-27,SMS,1124
2023-05-27,Unassigned,129
2023-05-28,Affiliates,362
2023-05-28,Cross-network,305
2023-05-28,Direct,1697
2023-05-28,Email,1254
2023-05-28,Organic Search,280
2023-05-28,Organic Shopping,74
2023-05-28,Organic Social,2
2023-05-28,Paid Search,710
2023-05-28,Paid Social,430
2023-05-28,Payment Redirects,143
2023-05-28,Referral,9
2023-05-28,SMS,1097
2023-05-28,Unassigned,150
2023-05-29,Affiliates,750
2023-05-29,Cross-network,522
2023-05-29,Direct,2172
2023-05-29,Email,1436
2023-05-29,Organic Search,553
2023-05-29,Organic Shopping,3
2023-05-29,Organic Social,8
2023-05-29,Paid Search,1223
2023-05-29,Paid Social,414
2023-05-29,Payment Redirects,140
2023-05-29,Referral,36
2023-05-29,SMS,1780
2023-05-29,Unassigned,181
2023-05-30,Affiliates,395
2023-05-30,Cross-network,320
2023-05-30,Direct,1220
2023-05-30,Email,1299
2023-05-30,Organic Search,282
2023-05-30,Organic Shopping,18
2023-05-30,Organic Social,11
2023-05-30,Paid Search,706
2023-05-30,Paid Social,315
2023-05-30,Payment Redirects,108
2023-05-30,Referral,40
2023-05-30,SMS,764
2023-05-30,Unassigned,245
2023-05-31,Affiliates,526
2023-05-31,Cross-network,359
2023-05-31,Direct,1456
2023-05-31,Display,1
2023-05-31,Email,1623
2023-05-31,Organic Search,276
2023-05-31,Organic Shopping,30
2023-05-31,Organic Social,10
2023-05-31,Paid Search,684
2023-05-31,Paid Social,395
2023-05-31,Payment Redirects,45
2023-05-31,Referral,20
2023-05-31,SMS,1060
2023-05-31,Unassigned,154
2023-06-01,Affiliates,354
2023-06-01,Cross-network,260
2023-06-01,Direct,959
2023-06-01,Email,594
2023-06-01,Organic Search,151
2023-06-01,Organic Shopping,5
2023-06-01,Organic Social,8
2023-06-01,Paid Search,553
2023-06-01,Paid Social,202
2023-06-01,Payment Redirects,4
2023-06-01,Referral,11
2023-06-01,SMS,416
2023-06-01,Unassigned,95
2023-06-02,Affiliates,300
2023-06-02,Cross-network,251
2023-06-02,Direct,755
2023-06-02,Display,5
2023-06-02,Email,651
2023-06-02,Organic Search,189
2023-06-02,Organic Shopping,8
2023-06-02,Organic Social,27
2023-06-02,Paid Search,454
2023-06-02,Paid Social,176
2023-06-02,Payment Redirects,41
2023-06-02,Referral,15
2023-06-02,SMS,478
2023-06-02,Unassigned,52
2023-06-03,Affiliates,287
2023-06-03,Cross-network,316
2023-06-03,Direct,673
2023-06-03,Email,556
2023-06-03,Organic Search,156
2023-06-03,Organic Shopping,4
2023-06-03,Organic Social,2
2023-06-03,Paid Search,431
2023-06-03,Paid Social,154
2023-06-03,Payment Redirects,5
2023-06-03,Referral,15
2023-06-03,SMS,672
2023-06-03,Unassigned,28
2023-06-04,Affiliates,286
2023-06-04,Cross-network,292
2023-06-04,Direct,726
2023-06-04,Email,675
2023-06-04,Organic Search,141
2023-06-04,Organic Social,8
2023-06-04,Paid Search,444
2023-06-04,Paid Social,181
2023-06-04,Payment Redirects,35
2023-06-04,Referral,18
2023-06-04,SMS,594
2023-06-04,Unassigned,52
2023-06-05,Affiliates,398
2023-06-05,Cross-network,337
2023-06-05,Direct,1002
2023-06-05,Display,3
